Code,Product Name,Unit,Current Stock,Sales Scheme,,Purc.Scheme,,Cost Price,M.R.P.,Purchase Price,Sales Price,Company,Manufacturer,Rack No.,Barcode
,,,,Deal,Free,Deal,Free,,,,,,,,
7886,BLACK STONE 22G,PCS,-24,0,0,0,0,7.67,12,7.67,12,SAI KRIPA FRGRANCE,,,8902264025831
10052,BLUE HEAVEN CLASSIC 2GM,PCS,19,0,0,0,0,6,10,6,10,BLUE HEAVEN,,,8906028061554
10056,BLUE HEAVEN DELUXE KAJAL 10,PCS,10,0,0,0,0,6,10,6,10,BLUE HEAVEN,,,8906028061677
10077,BLUE HEAVEN KAJAL INTENSE 2X,PCS,1,0,0,6,1,72,140,71.19,140,BLUE HEAVEN,,,8906028061707
10078,BLUE HEAVEN KAJAL JET BLACK,PCS,2,0,0,6,1,46.3,90,45.77,90,BLUE HEAVEN,,,8904214802271
10060,BLUE HEAVEN SAUBHAGYA MAROON 70,PCS,3,0,0,0,0,42,70,42,70,BLUE HEAVEN,,,BSM7
10079,BLUE HEAVEN SINDOOR FOREVER MAROON/RED,PCS,1,0,0,0,0,60,100,60,100,BLUE HEAVEN,,,8904214802141
10054,BLUE HEAVEN SINDOOR STICK MAROON,PCS,23,0,0,0,0,7.2,12,7.2,12,BLUE HEAVEN,,,8906028062025
10053,BLUE HEAVEN SINDOOR STICK RED,PCS,22,0,0,0,0,7.2,12,7.2,12,BLUE HEAVEN,,,8904214801618
10055,BLUE HEAVEN ULTRA SMOOTH KAJAL 30,PCS,6,0,0,0,0,18,30,18,30,BLUE HEAVEN,,,8906028061646
10094,BLUEHEAVEN COMPACT BRIGHT CREAM,PCS,4,0,0,0,0,48,80,40.68,80,BLUE HEAVEN,,,BC80
10092,BLUEHEAVEN COMPACT PEARL GLOW,PCS,4,0,0,0,0,72.01,120,61.02,120,BLUE HEAVEN,,,BC120
10093,BLUEHEAVEN COMPACT POWDER NATURAL,PCS,6,0,0,0,0,81.01,135,68.65,135,BLUE HEAVEN,,,8906028063183
10088,BLUEHEAVEN EYELINER GET BOLD 7ML,PCS,11,0,0,0,0,36,60,30.51,60,BLUE HEAVEN,,,8906028061035
10081,BLUEHEAVEN FASHION MAROON SINDOOR,PCS,2,0,0,0,0,45,75,45,75,BLUE HEAVEN,,,VB37322
10085,BLUEHEAVEN FOUNDATION NATURAL,PCS,3,0,0,0,0,48,80,40.68,80,BLUE HEAVEN,,,8904214804350
10082,BLUEHEAVEN FROSTED LIPSTICK,PCS,8,0,0,0,0,36,60,30.51,60,BLUE HEAVEN,,,BFL001
10062,BLUEHEAVEN LIPSTICK PINK,PCS,11,0,0,0,0,36,60,30.51,60,BLUE HEAVEN,,,BLP001
10167,BLUEHEAVEN LIPSTICK PINK HD,PCS,8,0,0,0,0,45,75,38.14,75,BLUE HEAVEN,,,BLP001
10061,BLUEHEAVEN LIPSTICK RED HD,PCS,8,0,0,0,0,45.01,75,38.14,75,BLUE HEAVEN,,,BLRH001
10170,BLUEHEAVEN LIQUID LIPCOLOR 8,PCS,4,0,0,0,0,75.01,125,63.57,125,BLUE HEAVEN,,,BLL8
10169,BLUEHEAVEN LIQUID LIPCOLOUR 05,PCS,6,0,0,0,0,75.01,135,63.57,135,BLUE HEAVEN,,,BLL5
10168,BLUEHEAVEN LIQUID LIPCOLOUR 1,PCS,4,0,0,0,0,81,135,68.65,135,BLUE HEAVEN,,,BLL1
10083,BLUEHEAVEN MAROON LIPSTICK,PCS,7,0,0,0,0,36,60,30.51,60,BLUE HEAVEN,,,BML001
10087,BLUEHEAVEN MASKARA GET BOLD 6.5ML,PCS,9,0,0,0,0,36,60,30.51,60,BLUE HEAVEN,,,8906028061288
10090,BLUEHEAVEN NAIL PAINT DECORATOR S230,PCS,2,0,0,0,0,17.08,25,14.47,25,BLUE HEAVEN,,,BN230
10091,BLUEHEAVEN NAIL PAINT DECORATOR S634,PCS,14,0,0,0,0,15.84,30,13.42,30,BLUE HEAVEN,,,BN634
10086,BLUEHEAVEN NAIL PAINT REMOVER BLUE,PCS,3,0,0,0,0,30.01,50,25.43,50,BLUE HEAVEN,,,8904214806217
10089,BLUEHEAVEN NAILPAINT DECORATOR S224,PCS,11,0,0,0,0,15.84,30,13.42,30,BLUE HEAVEN,,,BN224
10063,BLUEHEAVEN RED LIPSTICK,PCS,11,0,0,0,0,36,60,30.51,60,BLUE HEAVEN,,,BRL001
10059,BLUEHEAVEN SAUBHAGYA RED SINDOOR,PCS,6,0,0,0,0,42,70,42,70,BLUE HEAVEN,,,8906028062209
10080,BLUEHEAVEN SINDOOR FASHION RED,PCS,5,0,0,0,0,45,75,45,75,BLUE HEAVEN,,,8904214802523
5804,BOONDI MIXTURE 200G,PCS,3,0,0,0,0,53.1,61,47.41,61,HALDIRAM'S,,,8904063259424
10292,BOOST PLUS PET JAR 450G,PCS,4,0,0,0,0,203.56,229,179.69,229,HUL,,,8901030795909
8057,BOURN VITA BISCUITS 46.5G,PCS,7,0,0,0,0,8.33,10,7.06,10,CADBURY,,,8901233022574
3214,BOURNVITA 500 G JAR,PCS,7,0,0,0,0,200.28,223,174.98,223,CADBURY,,,7622201423155
3208,BOURNVITA JAR 1 KG,PCS,-11,0,0,0,0,377.23,420,329.56,420,CADBURY,,,7622201423193
9363,BOURNVITA LIL CHAM 500G,PCS,5,0,0,0,0,273.15,295,231.48,295,CADBURY,,,7622201423278
10604,BRAND ONE YELLOW SARSO DANA 100G,PCS,1,0,0,0,0,16.12,30,15.35,30,NILONS,,,8903918002505
9453,BRITANNIA 50-50 200G,PCS,-32,0,0,0,0,26.16,30,22.74,30,BRITANNIA,,,8901063016613
10652,BRITANNIA 50-50 76G,PCS,69,0,0,0,0,8.81,10,7.58,10,BRITANNIA,,,8901063016842
10958,BRITANNIA 50-50 GOLMAL 200G,PCS,16,0,0,0,0,26.83,30,22.74,30,BRITANNIA,,,8901063017535
856,BRITANNIA 50-50 MRP10,PCS,-84,0,0,0,0,0,10,0,10,BRITANNIA,,,8901063016798
10959,BRITANNIA 50-50 POTAZOZ 71.5G,PCS,7,0,0,0,0,22.36,25,18.95,25,BRITANNIA,,,8901063017559
847,BRITANNIA 50-50 TOP,PCS,-18,0,0,0,0,30.99,35,26.53,35,BRITANNIA,,,8901063144095
1961,BRITANNIA BAKE RUSK 200G 32PK,PCS,3,0,0,0,0,31.3,35,29.81,35,BRITANNIA,,,8901063325357
9464,BRITANNIA BOURBON  150G,PCS,-21,0,0,0,0,36.43,40,30.87,40,BRITANNIA,,,8901063139213
6194,BRITANNIA BOURBON 60G,PCS,-109,0,0,0,0,9.11,10,7.72,10,BRITANNIA,,,8901063139329
1958,BRITANNIA CASHEW ALMOND 200GM,PCS,12,0,0,0,0,31.31,35,26.53,35,BRITANNIA,,,8901063092662
10653,BRITANNIA GOOD DAY BUTTER 223G,PCS,-1,0,0,0,0,31.1,35,26.89,35,BRITANNIA,,,8901063092679
3005,BRITANNIA GOODDAY BUTTER 200G,PCS,-15,0,0,0,0,31.41,35,26.89,35,BRITANNIA,,,8901063092402
10650,BRITANNIA MARIE GOLD 10,PCS,20,0,0,0,0,9.03,10,7.65,10,BRITANNIA,,,8901063162471
844,BRITANNIA MARIE GOLD 300G,PCS,-36,0,0,0,0,40.25,45,34.11,45,BRITANNIA,,,8901063023949
3002,BRITANNIA MILK BIKIS 200G,PCS,-16,0,0,0,0,44.72,50,37.9,50,BRITANNIA,,,8901063035027
1957,BRITANNIA MILK BIKIS 200G 100% ATTA,PCS,-26,0,0,0,0,22.14,25,18.95,25,BRITANNIA,,,8901063012578
1956,BRITANNIA NC THIN ARROWROOT 300G,PCS,27,0,0,0,0,40.98,45,34.73,45,BRITANNIA,,,8901063138162
9436,BRITANNIA NICE TIME 150G,PCS,3,0,0,0,0,22.55,25,19.3,25,BRITANNIA,,,8901063028166
9904,BRITANNIA NUTRI CHOICE  250G,PCS,-10,0,0,0,0,62.61,70,53.06,70,BRITANNIA,,,8901063142022
10957,BRITANNIA NUTRI CHOICE 5GRAIN 200G,PCS,19,0,0,0,0,66.41,75,56.85,75,BRITANNIA,,,8901063001022
841,BRITANNIA TREAT JIMJAM 150G,PCS,-16,0,0,0,0,31.55,35,27.01,35,BRITANNIA,,,8901063029170
11078,BROOKE BOND RED LABEL 100G,PCS,13,0,0,0,0,27.27,30,25.97,30,HUL,,,8901030877179
10288,BROOKE BOND RED LABEL 250G,PCS,-7,0,0,0,0,85.04,95,80.98,95,HUL,,,8901030877421
10444,BROOKE BOND RED LABEL 250G C,PCS,2,0,0,0,0,121.49,130,115.71,130,HUL,,,8901030876943
10802,BROOKE BOND RED LABEL NATURAL CARE 250G,PCS,-4,0,0,0,0,140.19,150,133.51,150,HUL,,,8901030882555
10798,BROOKE BOND TAAZA 100G,PCS,1,0,0,0,0,27.27,30,25.97,30,HUL,,,8901030664571
9633,BROOKE BOND TAJ MAHAL 250G,PCS,6,0,0,0,0,154.2,165,146.86,165,HUL,,,8901030658754
10648,BROWN & POLSON CORN FLOUR 100G,PCS,-7,0,0,0,0,20.15,28,21.55,28,HUL,,,8901030518591
9640,BROWN & POLSON CUSTARD POWDER 100G,PCS,28,0,0,0,0,26.15,37,27.03,37,HUL,,,8901030518607
10412,BROWN BREAD,PCS,-6,0,0,0,0,34,40,34,40,M/S AMAR BAKERY,,,
10903,BRU INSTANT COFFEE RS2,PCS,78,0,0,0,0,1.72,2,1.54,2,HUL,,,8901030733994
10427,BUDDHA PAL HYDRO,PCS,-8,0,0,0,0,0,60,33,60,-BLANK-,,,VA56302
5608,BUTTER COOKIES 150G,PCS,-1,0,0,0,0,34.8,40,29.49,40,UNIBIC,,,
1335,C & C AQUA SPLASH 50ML,PCS,4,0,0,0,0,75.89,85,64.31,85,JOHNSON & JOHSONS,,,8901012189320
1328,C &C AQUA SPLASH 100ML,PCS,2,0,0,0,0,138.39,155,117.28,155,JOHNSON & JOHSONS,,,8901012189337
1327,C &C BERRY BLAST 100ML,PCS,1,0,0,0,0,138.39,155,117.28,155,JOHNSON & JOHSONS,,,8901012189368
2611,C&C FACE WASH 100ML,PCS,6,0,0,0,0,125,140,105.93,140,JOHNSON&JOHNSON,,,8901012189184
1993,C.LIQUID D/T 75,PCS,4,0,0,0,0,86.43,98,75.51,98,RB,,,8901396056003
10336,CADBURY  SHOTS 18G,PCS,56,0,0,0,0,9.09,10,7.7,10,CADBURY,,,7622201150303
11139,CADBURY 5 STAR 10.1G,PCS,11,0,0,0,0,4.54,5,3.85,5,CADBURY,,,8901233020273
9348,CADBURY 5 STAR 3D,PCS,3,0,0,0,0,26.79,30,22.7,30,CADBURY,,,7622201150334
11019,CADBURY 5STAR 3D 42G,PCS,7,0,0,0,0,31.25,35,26.48,35,CADBURY,,,7622201519414
6854,CADBURY 5STAR MRP 10,PCS,-30,0,0,0,0,9.1,10,7.71,10,CADBURY,,,7622201710606
10939,CADBURY 5STAR RS5,PCS,13,0,0,0,0,4.54,5,3.85,5,CADBURY,,,7622201771638
4552,CADBURY CELEBRATIONS 118.6G,PCS,-10,0,0,0,0,90.9,100,77.04,100,CADBURY,,,7622201715670
10856,CADBURY CELEBRATIONS 59.8G,PCS,8,0,0,0,0,45.45,50,38.52,50,CADBURY,,,7622201715656
3474,CADBURY CELEBRATIONS 62.2G,PCS,1,0,0,0,0,45.45,50,38.52,50,CADBURY,,,7622201816278
3209,CADBURY CELEDRATTON 172.7G RS 150,PCS,6,0,0,0,0,133.94,150,113.5,150,CADBURY,,,7622201715694
9362,CADBURY CHOCOBAKES 150G,PCS,-11,0,0,0,0,54.55,60,46.23,60,CADBURY,,,7622201098957
11022,CADBURY CHOCOBAKES 150G N,PCS,2,0,0,0,0,60.45,70,53.93,70,CADBURY,,,7622201718077
10853,CADBURY CHOCOBAKES 75G,PCS,11,0,0,0,0,30.22,35,26.96,35,CADBURY,,,7622201718091
11123,CADBURY CHOCOBAKES COOKIES 20G,PCS,4,0,0,0,0,9.09,10,7.7,10,CADBURY,,,7622201710958
10981,CADBURY CRISPELLO 13G,PCS,19,0,0,0,0,9.11,10,7.72,10,CADBURY,,,7622201415662
6124,CADBURY CRISPELLO 35G,PCS,9,0,0,0,0,26.79,30,22.7,30,CADBURY,,,8901233031521
11136,CADBURY DAIRY MILK CRISPY RABDI 36G,PCS,32,0,0,0,0,40.18,45,34.05,45,CADBURY,,,7622201725273
11137,CADBURY DAIRY MILK CRUNCHY COLA 36G,PCS,38,0,0,0,0,40.18,45,34.05,45,CADBURY,,,7622201725211
11020,CADBURY DAIRY MILK FRUIT&NUT 80G,PCS,12,0,0,0,0,80.35,90,68.09,90,CADBURY,,,7622201150242
9346,CADBURY DAIRY MILK RS10,PCS,-83,0,0,0,0,9.1,10,7.71,10,CADBURY,,,8901233030548
3852,CADBURY DAIRY MILK RS20,PCS,-91,0,0,0,0,17.85,20,15.13,20,CADBURY,,,7622201149406
6123,CADBURY DAIRY MILK RS40,PCS,33,0,0,0,0,35.72,40,30.27,40,CADBURY,,,7622201149437
9347,CADBURY FIVE STAR 24G,PCS,64,0,0,0,0,9.1,10,7.71,10,CADBURY,,,7622201494728
10726,CADBURY FUSE 24G,PCS,-32,0,0,0,0,17.32,20,15.13,20,CADBURY,,,7622201712501
10124,CADBURY FUSE 25G,PCS,24,0,0,0,0,17.32,20,15.13,20,CADBURY,,,7622201519476
10125,CADBURY FUSE 48G,PCS,38,0,0,0,0,30.31,35,26.48,35,CADBURY,,,7622201712594
10519,CADBURY HOT CHOCOLATE 20G,PCS,12,0,0,0,0,13.96,15,11.83,15,CADBURY,,,7622201419516
10725,CADBURY OREO GIFT PACK VANILLA 240.8,PCS,1,0,0,0,0,90.9,100,77.04,100,CADBURY,,,7622201718824
9354,CADBURY PERK 26G,PCS,28,0,0,0,0,9.09,10,7.7,10,CADBURY,,,7622201150440
9361,CADBURY SILK 150G PINK,PCS,-2,0,0,0,0,156.24,175,132.41,175,CADBURY,,,7622201684358
9350,CADBURY SILK BUBBLY 12,PCS,1,0,0,0,0,156.26,175,132.42,175,CADBURY,,,7622201685638
9351,CADBURY SILK BUBBLY 50,PCS,4,0,0,0,0,71.42,80,60.53,80,CADBURY,,,7622201685607
9352,CADBURY SILK MOUSSE 50G,PCS,3,0,0,0,0,71.42,80,60.53,80,CADBURY,,,7622201114879
9353,CADBURY SILK ROAST 143G,PCS,1,0,0,0,0,156.26,175,132.42,175,CADBURY,,,7622201452766
10712,CAF FROZEN GREEN PEAS,PCS,-2,0,0,0,0,0,240,115,240,-BLANK-,,,8908008926044
10713,CAF GREEN PEAS 500G,PCS,-1,0,0,0,0,0,60,57.5,60,-BLANK-,,,VC63986
9806,CAN KAZOO,PCS,-1,0,0,0,0,0,190,0,190,LAKME,,,VH51219
11009,CARRY BAG MRP1,PCS,-1,0,0,0,0,0,1,0.9,1,-BLANK-,,,C1
11114,CATCH BIRYANI MASALA 50G,PCS,10,0,0,0,0,51.87,70,66.67,70,CATCH,,,8901192210012
10566,CATCH BLACK SALT 200G,PCS,-23,0,0,0,0,0,45,22.5,45,-BLANK-,,,8901192001207
909,CATCH CHAT MASALA,PCS,-23,0,0,0,0,0,68,34,68,CATCH,,,8901192205100
900,CATCH CHATPATA CHAT MASALA 100GM,PCS,10,0,0,0,0,48.16,65,61.9,65,CATCH,,,8901192204110
11112,CATCH CHHOLE MASALA 100G,PCS,14,0,0,0,0,48.16,65,61.9,65,CATCH,,,8901192221117
983,CATCH CHICKEN MASALA(100G),PCS,18,0,0,0,0,55.58,75,71.43,75,CATCH,,,8901192214119
910,CATCH DAHI MASALA,PCS,-4,0,0,0,0,26.08,30,24.84,30,CATCH,,,8901192227003
994,CATCH GARAM MASALLA(100G),PCS,6,0,0,0,0,64.47,87,82.86,87,CATCH,,,8901192216113
995,CATCH HING 100G,PCS,8,0,0,0,0,185.25,250,238.1,250,CATCH,,,8901192226150
998,CATCH HING 10G,PCS,14,0,0,0,0,22.23,30,28.57,30,CATCH,,,8901192226457
997,CATCH HING 25G,PCS,12,0,0,0,0,48.16,65,61.9,65,CATCH,,,8901192226556
996,CATCH HING 50G,PCS,18,0,0,0,0,88.92,120,114.29,120,CATCH,,,8901192226051
906,CATCH JEERA POWDER 100GM,PCS,5,0,0,0,0,45.94,62,59.05,62,CATCH,,,8901192108111
11148,CATCH JEERA POWDER 500G,PCS,1,0,0,0,0,222.29,300,285.71,300,CATCH,,,8901192108623
907,CATCH KASHMIRI MIRCH POWDER 100G,PCS,-13,0,0,0,0,70.4,95,90.48,95,CATCH,,,8901192103116
974,CATCH KASURI METHI(25G),PCS,6,0,0,0,0,18.52,25,23.81,25,CATCH,,,8901192300546
908,CATCH KASURI METHI(50G),PCS,-9,0,0,0,0,34.83,47,44.76,50,CATCH,,,8901192322029
989,CATCH KITCHEN KING (100G),PCS,13,0,0,0,0,55.58,75,71.43,75,CATCH,,,8901192208118
993,CATCH KITCHEN KING (50G),PCS,17,0,0,0,0,27.42,37,35.24,37,CATCH,,,8901192208019
990,CATCH MEAT MASALA (100G),PCS,6,0,0,0,0,55.58,75,71.43,75,CATCH,,,8901192213112
2811,CATCH RED CHILLI POWDER(200G),PCS,-4,0,0,0,0,60.79,76,57.9,102,CATCH,,,8901192106223
991,CATCH SABZI MASALA (100G),PCS,6,0,0,0,0,44.46,60,57.14,60,CATCH,,,8901192215116
11113,CATCH SAMBHAR MASALA 50G,PCS,18,0,0,0,0,25.93,35,33.33,35,CATCH,,,8901192202017
11126,CATCH TURMERIC POWDER 100G,PCS,2,0,0,0,0,24.45,33,31.43,33,CATCH,,,8901192107121
11209,CATCH TURMERIC POWDER 500G,PCS,5,0,0,0,0,122.26,165,157.14,165,CATCH,,,8901192107626
1334,CC FACE WASH 50ML,PCS,7,0,0,0,0,66.96,75,56.75,75,JOHNSON & JOHSONS,,,8901012189177
6857,CELEBRATIONS 158.9G,PCS,-4,0,0,0,0,136.37,150,115.56,150,CADBURY,,,
11212,CELEBRATIONS CASHEW 250G,PCS,9,0,0,0,0,190,220,180.95,220,CELEBRATIONS CASHEW,,,VF42599
1100,CERELAC BABY CERELAC WITH MILK WHEAT ORANGE,PCS,-1,0,0,0,0,220.18,240,186.6,254,NESTLE,,,8901058867497
9400,CH LIQ NEU 75,PCS,6,0,0,0,0,81.13,92,70.88,92,RECKITT BENCKISER,,,8901396062301
9444,CHANA 1KG,PCS,-191,0,0,0,0,56,60,56,60,-BLANK-,,,CH00011
4267,CHANA 500 GM,PCS,-92,0,0,0,0,29.06,32,29,30,LOOSE,,,
9742,CHANA DAL 15KG,PCS,-2,0,0,0,0,0,66,64,990,EVEREST,,,VA45613
2012,CHANA DAL 1KG,PCS,-264,0,0,0,0,61,68,61,67,N.B,,,12121212
10196,CHANA DAL 30K.G,PCS,-1,0,0,0,0,0,1950,1920,1950,GOKUL,,,VA18310
9652,CHANA DAL 30KG,PCS,-3,0,0,0,0,0,1950,1920,1950,HUL,,,B64283
9989,CHANA DAL 500G,PCS,-6,0,0,0,0,31.5,34,31.5,34,COCACOLA,,,VM25287
1081,CHANA DAL TATA SAMPANN 1K.G,PCS,3,0,0,0,0,92.59,115,88.18,115,TATA,,,8904043926643
11069,CHANA HALDIYA 1K.G,PCS,-8,0,0,0,0,65,70,65,70,-BLANK-,,,VJ39705
11075,CHANA HALDIYA 500G,PCS,-13,0,0,0,0,0,35,32.5,35,BIRLA'S,,,VB8371
3769,CHATPATA MIX 150GM,PCS,1,0,0,0,0,27.85,32,24.87,32,HALDIRAM'S,,,8904063214478
9434,CHERRY BLOSSOM - 15G,PCS,5,0,0,0,0,34.39,39,30.05,39,RECKITT BENCKISER,,,8901396052005
9417,CHERRY BLOSSOM - 75ML,PCS,-1,0,0,0,0,0,98,0,98,P&G,,,8901396056003
1995,CHERRY BLOSSOM 40G,PCS,5,0,0,0,0,59.96,68,52.39,68,RB,,,8901396051008
1992,CHERRY BLOSSOM BLACK,PCS,3,0,0,0,0,86.41,98,75.5,98,RECKITT BENCKISER,,,8901396055006
9483,CHERRY BLOSSOM DT,PCS,8,0,0,0,0,32.63,37,28.51,37,RECKITT BENCKISER,,,8901396054009
10369,CHERRY NEUTRAL HANDY SHINE,PCS,10,0,0,0,0,74.08,84,64.72,84,RECKITT BENCKISER,,,8901396062417
9938,CHETAK AXN FLOOR CLEANER,PCS,10,0,0,0,0,63.69,100,55.08,100,NARAYANI CHEMICALS,,,8906019920181
10332,CHETAK BRAND AXN PHENYLE 5L,PCS,-4,0,0,0,0,220,575,186.44,575,NARAYANI CHEMICALS,,,8906019920242
10208,CHETAK PHENYLE 1L BLACK,PCS,19,0,0,0,0,102.89,148,88.98,148,NARAYANI CHEMICALS,,,8906019920044
10207,CHETAK PHENYLE BLACK 450ML,PCS,11,0,0,0,0,49.98,80,43.22,80,NARAYANI CHEMICALS,,,8906019920037
3114,CHHOTI ELAICHI(200GM),PCS,-3,0,0,0,0,0,340,300,360,SUNRISE,,,000025
9762,CHHOTI ELAYCHI  50G,PCS,-2,0,0,0,0,0,102,0,110,AMUL,,,VD37831
9882,CHHOTI ELAYCHI 100G,PCS,-3,0,0,0,0,0,200,0,210,BLANK,,,VT32915
10096,CHHOTI ELYACHI 500G,PCS,-2,0,0,0,0,0,850,0,850,HECTOR BEVERAGES PVT LTD,,,VP1874
10340,CHING'S CHILLI VINEGAR 170ML,PCS,1,0,0,0,0,42.01,50,35.6,50,CHING'S,,,8901595852321
2651,CHING'S DARK SOY SAUCE 90GM,PCS,-7,0,0,0,0,17,20,15.18,20,CHING'S,,,8901595862818
10341,CHING'S DARK SOYA SAUCE 210G,PCS,-1,0,0,0,0,47.04,55,42,55,CHING'S,,,8901595862726
785,CHING'S GREEN CHILLI SAUCE 190G,PCS,-7,0,0,0,0,47.04,55,42,55,CHING'S,,,8901595862733
2650,CHING'S GREEN CHILLI SAUCE 90GM,PCS,2,0,0,0,0,17,20,15.18,20,CHING'S,,,8901595862801
9826,CHING'S HAKKA NOODLES MASALA 20G,PCS,-9,0,0,0,0,8.8,10,7.86,10,CHING'S,,,8901595972159
9831,CHING'S HOT GARLIC NOODLES 240GM,PCS,1,0,0,0,0,50.4,60,45,60,CHING'S,,,8901595963362
9832,CHING'S JUST SOAK VEG HAKKA 150G,PCS,14,0,0,2,1,22.43,37,30.05,37,CHING'S,,,8901595853854
10614,CHING'S MANCHOW SOUP 15 GM,PCS,-19,0,0,0,0,8.8,10,7.46,10,CHING'S,,,8901595971220
9825,CHING'S MANCHURIAN MASALA 20G,PCS,30,0,0,0,0,8.5,10,7.59,10,CHING'S,,,8901595972142
2652,CHING'S MANCHURIAN NOODLES 240GM,PCS,-6,0,0,0,0,50.4,60,45,60,CHING'S,,,8901595963348
10615,CHING'S MIX VEG SOUP 15 GM,PCS,5,0,0,0,0,8.8,10,7.46,10,CHING'S,,,8901595971251
751,CHING'S PANEER CHILLI MASALA 20G,PCS,-20,0,0,0,0,8.5,10,7.59,10,CHING'S,,,8901595972128
2649,CHING'S RED CHILLI SAUCE 90GM,PCS,6,0,0,0,0,17,20,15.18,20,CHING'S,,,8901595862825
9827,CHING'S SCHEZWAN CHUTNEY,PCS,-31,0,0,0,0,8.8,10,7.86,10,CHING'S,,,8901595863013
745,CHING'S SCHEZWAN CHUTNEY 250G,PCS,2,0,0,12,1,67.39,80,65.18,80,CHING'S,,,8901595862962
11071,CHING'S SCHEZWAN FRIED MASALA,PCS,-7,0,0,0,0,0,10,7.86,10,CHING'S,,,8901595972111
9828,CHING'S SCHEZWAN STIR FIRE 250G,PCS,6,0,0,12,1,71.33,85,69,85,CHING'S,,,8901595873241
9829,CHING'S SINGAPORE NOODLES 240GM,PCS,2,0,0,0,0,50.4,60,45,60,CHING'S,,,8901595963416
10616,CHING'S SWEET CORN SOUP 15GM,PCS,10,0,0,0,0,8.8,10,7.46,10,CHING'S,,,8901595971237
10617,CHING'S TOMATO SOUP 16GM,PCS,5,0,0,0,0,8.8,10,7.46,10,CHING'S,,,8901595971213
9407,CHINI 1KG,PCS,-821,0,0,0,0,39.3,40,37.43,40,-BLANK-,,,VT31465
9411,CHINI 2KG,PCS,-1305,0,0,0,0,79.56,80,75.78,80,-BLANK-,,,CHINI2KG
9750,CHINI 50 K.G,PCS,-14,0,0,0,0,0,1980,1975,1970,-BLANK-,,,
9510,CHINI 500G,PCS,-3,0,0,0,0,0,20,0,20,SHRI KAMAL,,,
10683,CHINI BOLD 1 K.G,PCS,-71,0,0,0,0,40.5,42,40.5,42,-BLANK-,,,VM43177
9730,CHIRAUNJI DANA 100G,PCS,-3,0,0,0,0,0,180,140,180,EVEREST,,,VB23313
10428,CHIRAUNJI DANA 500G,PCS,-1,0,0,0,0,0,700,0,700,-BLANK-,,,VB39106
9650,CHOCO FLAKES 26G,PCS,1,0,0,0,0,7.86,10,6.66,10,HUL,,,8904288628111
9791,CHUHARA 100G,PCS,-1,0,0,0,0,0,30,0,30,HUL,,,VB64618
9839,CHUHARA 250G,PCS,-1,0,0,0,0,0,75,0,75,HUL,,,VP11998
7010,CINTHOL COOL SOAP 50G,PCS,-45,0,0,0,0,9.26,10,7.85,10,GODREJ,,,8901023027567
1454,CINTHOL SOAP 300G,PCS,14,0,0,0,0,100.94,109,85.54,109,CINTHOL,,,8901023003622
2610,CLEAN & CLEAR  FACE WASH 150ML,PCS,6,0,0,0,0,139.43,195,118.16,195,JOHNSON&JOHNSON,,,8901012189191
10904,CLEAR HAIR OIL 75ML,PCS,6,0,0,0,0,54.55,60,46.23,60,HUL,,,8901030203589
1565,CLINIC PLUS +SHAMPOO,PCS,-1,0,0,0,0,0,52,0,52,HINDUSTAN UNILEVER,,,8901030714191
9469,CLINIC PLUS 1RS,PCS,-1791,0,0,0,0,0.77,1,0.68,1,HINDUSTAN UNILEVER,,,8901030875212
10435,CLINIC PLUS 355ML,PCS,3,0,0,0,0,198.64,230,177.2,230,HUL,,,8901030848377
9208,CLINIC PLUS STRONG & LONG 355ML,PCS,2,0,0,0,0,202.82,230,177.2,230,HUL,,,8901030831379
6502,CLINIC PLUS STRONG & LONG 80ML,PCS,-1,0,0,0,0,45.85,52,40.06,52,HUL,,,8901030747922
10293,CLINIC PLUS STRONG & LONG SHAMPOO 175ML,PCS,12,0,0,0,0,101.41,115,88.6,115,HUL,,,8901030748080
10964,CLINIC PLUS STRONG & THICK SHAMPOO 175ML,PCS,5,0,0,0,0,97.24,112,86.29,112,HUL,,,8901030748066
3813,CLINIC PS&L SHP 175ML,PCS,-6,0,0,0,0,0,112,0,112,HUL,,,8901030789434
1674,CLOR NATURALS 35ML+30G,PCS,-1,0,0,0,0,71.44,80,60.54,85,LOREAL,,,
7363,CLOSEUP  TRIPLE FRESH 150G+150G,PCS,-7,0,0,0,0,136.36,150,115.56,150,HINDUSTAN UNILEVER,,,8901030896354
3855,CLOSEUP 50G,PCS,-6,0,0,0,0,16.37,20,15.41,20,HUL,,,8901030866425
10437,CLOSEUP RED HOT 150G,PCS,16,0,0,0,0,85.39,101,77.81,101,HUL,,,8901030894206
10975,CLOSEUP RED HOT 46G,PCS,29,0,0,0,0,15.82,20,15.41,20,HUL,,,8901030901850
6801,CLOSEUP RED HOT 80G,PCS,1,0,0,0,0,48.19,53,40.83,53,HUL,,,8901030788260
10973,CLOSEUP RED HOT 80G N,PCS,11,0,0,0,0,51.81,57,43.91,57,HUL,,,8901030894190
4914,CLOSEUP TRIPLE FRESH 150G,PCS,12,0,0,0,0,89.1,98,75.5,98,HUL,,,8901030788055
6249,CLOSEUP TRIPLE FRESH 23G,PCS,-36,0,0,0,0,0,10,0,10,HUL,,,8901030877650
11255,COCA COLA 750ML,PCS,24,0,0,0,0,35.19,40,27.49,40,COCACOLA,,,8901764012273
